A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	Clase	C1	C2	C3	C4
1	0.5263644141	1	0.5395008458	1	0.6198702933	0	0.5319010518	1	0.7944444444	0.7722222222	0.8055555556	0.8047979798	1	0.0222222222	0.0111111111	2.439406682	0.9853168882	-0.0293936709	-0.0839610257	0.259610351	0.6838730095	0.2553868802	-0.025706332	-0.0007142226	-0.004285312	-0.0060708189	-0.0023807394	0.0048804732	0.002142657	-0.0257360645	-0.0150867902	0.0070528242	0.0103856021	0.0151165419	0.019906304	0.017377648	0.0116650947	0.0174966522	1	1	0	0	0
1	0.5263644141	1	0.5395008458	1	0.642323814	0	0.5635434368	2	0.8055555556	0.7944444444	0.8472222222	0.8047979798	1	0.0111111111	0.0416666667	2.4348772915	0.9942975109	-0.033109929	-0.0910780258	0.2770358539	0.7209074977	0.3293618756	-0.0129743029	-0.0098797521	-0.0185676399	-0.0273716685	-0.0336747277	-0.0302261822	-0.0278474552	-0.0339125324	-0.0068147672	0.0074099164	0.0277285166	0.0248736055	0.0205904968	0.013628903	-0.0064278979	-0.0103558381	1	1	0	0	0
1	0.5249791875	1	0.5408807599	1	0.643461815	0	0.5594398153	2	0.8472222222	0.8055555556	0.8416666667	0.8047979798	1	0.0416666667	-0.0055555556	2.4518160498	0.9986552045	-0.0692281302	-0.0711825609	0.4291771347	0.7582242592	0.3320123718	-0.0122601925	-0.0052375747	-0.0111890044	-0.0165446282	-0.0264200603	-0.022970091	-0.0151165325	-0.0341503241	0.0041960345	0.0539902496	0.0551770745	0.0504288827	0.04163887	0.0285611203	0.0148785378	-0.0071420869	1	1	0	0	0
1	0.5249791875	1	0.5415704832	1	0.6352331447	0	0.5477705142	2	0.8416666667	0.8472222222	0.8305555556	0.8047979798	1	-0.0055555556	-0.0111111111	2.1938477179	0.9991737862	-0.1063428097	-0.0022021772	0.4973093968	0.7526928436	0.3697898463	-0.0145810006	0.0035710883	0.0015474711	-0.0032139974	-0.0023807359	-0.0160686137	-0.0146405152	-0.0814783585	-0.0279366692	0.0072313701	0.0242787763	0.01821065	0.0290368608	0.0146405082	-0.0016665126	-0.0011903647	1	1	0	0	0
1	0.5249791875	1	0.5401908798	1	0.6308898733	0	0.5457053876	2	0.8305555556	0.8416666667	0.7944444444	0.8047979798	1	-0.0111111111	-0.0361111111	2.1280543125	0.9892825146	-0.0404504855	-0.0819513134	0.3523999933	0.6904696617	0.2110467008	-0.0183296372	-0.0044043346	-0.0127362642	-0.007499182	0.0030949624	0.0014284494	-0.0057137086	-0.0302559106	-0.0214531158	0.0061600853	0.0084514254	0.017496643	0.0238028969	0.024992562	0.0142834559	0.0116650891	1	1	0	0	0
1	0.5270568766	1	0.5395008458	1	0.6226661085	0	0.5408807599	2	0.7944444444	0.8305555556	0.7972222222	0.8047979798	1	-0.0361111111	0.0027777778	2.1142246074	0.9966997974	-0.0400642469	-0.1041650185	0.2705943161	0.7365209253	0.3829699182	-0.0139264259	-0.0136883958	-0.030345112	-0.0336747362	-0.0287989897	-0.0290368637	-0.0330802085	-0.0348637034	-0.0398562671	-0.0092846199	0.0160388541	0.0383111455	0.0429459157	0.0309397361	0.0300180584	0.0289179214	1	1	0	0	0
1	0.5256718502	1	0.5401908798	1	0.6361414273	0	0.5477705142	2	0.7972222222	0.7944444444	0.7833333333	0.8047979798	1	0.0027777778	-0.0138888889	2.2716747094	0.998266959	-0.0658510585	-0.0910485204	0.4021257768	0.7535172135	0.3264403225	-0.0180916545	-0.0109509719	-0.0248736005	-0.0220182886	-0.0203525206	-0.0183296514	-0.0198765686	-0.0298694003	-0.0053566217	0.0346853618	0.0542276171	0.0474600722	0.0358148048	0.0243977384	0.0098797429	0.0049995114	1	1	0	0	0
1	0.5256718502	1	0.5401908798	1	0.63132711	0	0.5470823178	2	0.7833333333	0.7972222222	0.8166666667	0.8047979798	1	-0.0138888889	0.0333333333	2.3005143163	0.9844216073	-0.037865409	-0.0926124586	0.3011156695	0.6766143999	0.2174068066	-0.0418765208	-0.0128552915	-0.0092846245	-0.0074991997	-0.020233537	-0.0372413531	-0.0398562784	-0.0825424919	-0.0444904456	0.0040174753	0.0200252899	0.0226131659	0.0354581434	0.0147892642	-0.0025295353	-0.0078562815	1	1	0	0	0
1	0.5277492351	1	0.5325926076	1	0.6159606438	0	0.5512087053	2	0.8	0.775	0.8305555556	0.7909090909	1	0.025	0.0305555556	2.4964347795	0.998558592	-0.0191079262	-0.0075015255	0.3690174193	0.7315849377	0.4590872802	0.1898853395	0.0813646984	0.0491011193	0.0277442816	-0.0223825462	0.0118691611	-0.0440555963	-0.08035057	-0.0164262118	-0.054309815	0.0099227536	0.0526527998	0.1062351595	0.0959906777	0.027815433	-0.0263921281	1	1	0	0	0
0	0.5291336291	1	0.5	2	0.6155233884	0	0.5457053876	2	0.8305555556	0.8	0.7944444444	0.7909090909	1	0.0305555556	-0.0361111111	2.3411417097	0.9927700002	-0.0790296068	-0.0215520701	0.3103506847	0.6691914259	0.4141055847	0.1572633802	0.020935122	-0.000973317	-0.0712162398	-0.0305431504	-0.0236163464	-0.048627461	-0.0625428935	0.0069318056	-0.0216469813	0.0313969517	0.0628975832	0.0800439435	0.0399085216	0.0313732358	-0.0065757294	1	1	0	0	0
1	0.5284414867	1	0.5325926076	1	0.6153291813	0	0.5498339973	2	0.7944444444	0.8305555556	0.7972222222	0.7909090909	1	-0.0361111111	0.0027777778	2.1142246074	0.9971881364	-0.0975663249	-0.042349538	0.3412214811	0.7212366026	0.411584835	0.1284060029	-0.0003560867	-0.0063858241	-0.0279103107	-0.0373721793	-0.0181349199	-0.0389367016	-0.0356178267	-0.0075015263	0.0053175717	0.058048793	0.0775195901	0.1177917196	0.06549815	0.0250398605	-0.0117742241	1	1	0	0	0
1	0.5277492351	1	0.5325926076	1	0.6126219556	0	0.5422600473	2	0.7972222222	0.7944444444	0.7722222222	0.7909090909	1	0.0027777778	-0.025	2.2471522523	0.9974171804	-0.0845003092	0.0003798459	0.3985275789	0.7088711823	0.4237744428	0.1031829002	-0.0023027043	-0.1028540246	-0.1022902697	-0.138315726	-0.1051083779	-0.1297365805	-0.1067749763	-0.0813646821	-0.0480116656	0.0122014681	0.0047478541	0.022501183	0.0203893412	-0.0077626447	0.0109434394	1	1	0	0	0
1	0.5291336291	1	0.5332840383	1	0.6181407756	0	0.548458528	2	0.7722222222	0.7972222222	0.7583333333	0.7909090909	1	-0.025	-0.0138888889	2.1476164219	0.9989284465	-0.0381544921	-0.01386295	0.4302768947	0.7452701611	0.4229170917	0.1600404046	0.0272461234	-0.0233553579	-0.0101601311	-0.0183722621	-0.0088308356	-0.0186807521	-0.0026113285	0.0017329787	0.008284871	0.0473958591	0.0998466211	0.1276821502	0.0790296119	0.021528352	-0.0025401173	1	1	0	0	0
1	0.5284414867	1	0.5312093734	1	0.6143690684	0	0.5436386872	2	0.7583333333	0.7722222222	0.7583333333	0.7909090909	1	-0.0138888889	-8.88178419700125E-016	2.2432602326	0.9975610542	0.0023027145	-0.0215758028	0.3573327724	0.720575294	0.4346193559	0.1519570127	0.0236875265	-0.0321795591	-0.050095717	-0.0397663074	-0.0283610138	-0.0454534164	-0.0405721502	-0.035475562	-0.0022315029	0.0169246	0.0324641344	0.0589714712	0.0334363967	0.0008546228	-0.0028249815	1	1	0	0	0
1	0.5284414867	1	0.5284414867	0	0.6519684378	0	0.5353575526	1	0.7583333333	0.7583333333	0.7833333333	0.7909090909	1	-8.88178419700125E-016	0.025	2.3787138603	0.9693100734	-0.050971832	-0.0998231174	0.1525599275	0.6167139803	0.3340492055	0.0246128237	-0.075135881	-0.1375705322	-0.1494745951	-0.1380363021	-0.1758198909	-0.1711227885	-0.0330332712	-0.0293098059	-0.0006647043	0.0620226506	0.1134586499	0.1321631728	0.1336556551	0.1231023831	0.1200150836	1	1	0	0	0
1	0.5298256594	1	0.5291336291	0	0.6074197459	1	0.5415704832	2	0.7833333333	0.7583333333	0.8166666667	0.7909090909	1	0.025	0.0333333333	2.522486305	0.9273736322	-0.0602488476	-0.0811524523	0.1790158002	0.5296367223	0.3150840381	0.115496916	0.0245416483	0.0061959148	-0.0036558581	-0.0014955822	-0.0012819279	-0.0017567157	-0.0219317157	-0.005768614	-0.0054125399	0.0186095646	0.0323455583	0.0469221166	0.0089257913	-0.0114893829	-0.0109671733	1	1	0	0	0
1	0.5298256594	1	0.5319010518	1	0.6163706731	0	0.548458528	2	0.8166666667	0.7833333333	0.8138888889	0.7909090909	1	0.0333333333	-0.0027777778	2.4470563369	0.9391103455	-0.0873515883	-0.1138335789	0.1652173832	0.5483304818	0.3021112044	0.0488642886	-0.0681687261	-0.103417737	-0.1140210387	-0.1164571504	-0.1151455708	-0.1156140384	-0.088647138	-0.0628739474	-0.0155955469	0.025372013	0.0526528117	0.0508534434	0.0228808228	-0.003703331	-0.0142426848	1	1	0	0	0
1	0.5298256594	1	0.5346665134	1	0.6115531235	0	0.5512087053	2	0.8916666667	0.9222222222	0.9	0.9180555556	1	-0.0305555556	0.0083333333	2.0506374422	0.9985332811	-0.0071501676	-0.0142129467	0.3878042703	0.7187597822	0.4757906633	0.2161991753	0.0636165228	-0.0007800251	-0.013519704	-0.0169856971	-0.0196715747	-0.0176138701	-0.0356929184	-0.0089267848	0.0350004337	0.0839585879	0.1334512441	0.1625890414	0.131577979	0.0602493471	0.0131514342	1	1	0	0	0
1	0.5298256594	1	0.5360484561	1	0.6159042469	0	0.5518957673	2	0.9	0.8916666667	0.8638888889	0.9180555556	1	0.0083333333	-0.0361111111	2.1477200364	0.9957418279	-0.0126964891	-0.0285933537	0.3302662299	0.6919603982	0.4360006209	0.1699419249	0.0339616257	-0.0267313665	-0.0439351214	-0.0480864778	-0.0489511409	-0.0508747428	-0.0459028956	-0.0205379373	0.0163791859	0.0628395981	0.1087723172	0.1317483132	0.1003501293	0.0471136434	0.0031201194	1	1	0	0	0
1	0.5284414867	1	0.5346665134	1	0.6146859617	0	0.5505214477	2	0.8638888889	0.9	0.8388888889	0.9180555556	1	-0.0361111111	-0.025	2.0020686974	0.9929753336	-0.0032067809	-0.0141046221	0.3129385088	0.6762516967	0.4165877177	0.1268907433	0.0153610702	-0.0134330647	-0.0219240317	-0.02105773	-0.0267746684	-0.0292211815	-0.0382678374	-0.009381763	0.0100317322	0.0529060056	0.1027733043	0.109371792	0.0699798981	0.0232667274	-0.013324746	1	1	0	0	0
1	0.5270568766	1	0.5388106603	1	0.6083376761	1	0.5505214477	2	0.8388888889	0.8638888889	0.9194444444	0.9180555556	1	-0.025	0.0805555556	2.2780581994	0.9969831521	-0.000476688	-0.0090134532	0.3520904634	0.7233367301	0.4090382798	0.0343944752	-0.0190867753	-0.0424212225	-0.0476325013	-0.0485620514	-0.0556496722	-0.0567728223	-0.0335504128	0.0092951007	0.0460974834	0.1216641992	0.1644869608	0.1757224934	0.1326850184	0.0606811125	0.0343078986	1	1	0	0	0
1	0.5263644141	1	0.5332840383	1	0.6062050089	1	0.5512087053	2	0.9194444444	0.8388888889	0.9833333333	0.9180555556	1	0.0805555556	0.0638888889	2.7157396099	0.9929179302	-0.0462488352	-0.0496211974	0.3466880985	0.6980537745	0.3109043351	-0.0147328511	-0.0685351347	-0.0774791749	-0.0771345637	-0.0625590351	-0.0652779925	-0.0635086252	-0.0363853804	-0.0188268621	0.026947885	0.0800846738	0.1390652481	0.1638755423	0.1290007141	0.066054656	0.018458645	1	1	0	0	0
1	0.5277492351	1	0.5353575526	1	0.6090971051	1	0.5546420091	2	0.9833333333	0.9194444444	0.9916666667	0.9180555556	1	0.0638888889	0.0083333333	2.3706609883	0.9982617533	-0.0325764349	-0.0285067467	0.3760712601	0.7368617241	0.4325899689	0.0857655531	-0.0240030132	-0.0547208034	-0.0553904629	-0.0586732161	-0.0538134572	-0.0454272084	-0.0267963256	-0.0061968406	0.0196715758	0.0836143284	0.1418689192	0.1622725934	0.1088579554	0.0448649844	0.0077351544	1	1	0	0	0
1	0.5291336291	1	0.5395008458	1	0.6147658514	0	0.5560138905	2	0.9916666667	0.9833333333	0.95	0.9180555556	1	0.0083333333	-0.0416666667	1.9975083457	0.9994305187	-0.0160325973	-0.0201047543	0.3986842576	0.7596582337	0.4971902686	0.1629687173	0.0106600111	-0.0443460153	-0.0502479975	-0.0636380997	-0.0687292264	-0.0653858711	-0.0459461336	-0.0200831036	0.0215775078	0.0786205547	0.1300233084	0.1372161443	0.1058594749	0.041599309	0.0065001684	1	1	0	0	0
1	0.5284414867	1	0.5381203259	1	0.6110950874	0	0.5512087053	2	0.95	0.9916666667	0.9194444444	0.9180555556	1	-0.0416666667	-0.0305555556	1.8609747312	0.9993824926	-0.0135197237	-0.0194983156	0.4208582975	0.7598048131	0.4727509874	0.1400637822	-0.0035751292	-0.050982799	-0.0626669495	-0.0711656804	-0.0663998189	-0.058694805	-0.0507450728	-0.0237431528	0.0140396364	0.066637105	0.125696718	0.1517906265	0.1169011017	0.0554120703	0.0168124214	1	1	0	0	0
1	0.5298256594	1	0.5360484561	1	0.6066195412	1	0.5374298453	1	0.675	0.6944444444	0.7166666667	0.7134615385	1	-0.0194444444	0.0416666667	2.3601486324	0.9998689148	-0.0109705378	0.108013371	0.5409933875	0.7387029796	0.5667907604	0.2395533708	-0.0100890381	-0.1288740389	-0.1536408065	-0.1430070898	-0.1342645495	-0.1349378122	-0.1130448049	-0.0690463265	-0.0006856914	0.0699480326	0.0910171662	0.0730422167	0.0410201886	0.0169446148	0.0093054651	1	1	0	0	0
1	0.5312093734	2	0.5374298453	1	0.6120869912	0	0.5415704832	2	0.7166666667	0.675	0.7166666667	0.7134615385	1	0.0416666667	2.22044604925031E-016	2.6017157794	0.999935274	-0.0169446165	0.0949257736	0.5340280779	0.7475186905	0.6069649492	0.2834382096	0.0053874921	-0.131570274	-0.1617598741	-0.1541189834	-0.1454050462	-0.139551087	-0.114591782	-0.0573387846	0.0133211115	0.0712881945	0.0864738199	0.0637800802	0.0348579134	0.0137863149	-0.0038447227	1	1	0	0	0
1	0.530517575	2	0.5401908798	1	0.6106461566	0	0.5415704832	2	0.7166666667	0.7166666667	0.7361111111	0.7134615385	1	2.22044604925031E-016	0.0194444444	2.3934776649	0.9999822027	0.0082280447	0.1940075281	0.6137869915	0.7599954232	0.6093106153	0.3059997256	0.0452244282	-0.1014981905	-0.14828034	-0.1546687928	-0.1433908778	-0.1391668864	-0.1285850572	-0.0914300102	-0.0399444582	0.0340507443	0.074698359	0.069631222	0.0332924439	0.0105787571	0.0038202271	1	1	0	0	0
1	0.5312093734	2	0.5395008458	1	0.6149070882	0	0.5443277579	2	0.7361111111	0.7166666667	0.7305555556	0.7134615385	1	0.0194444444	-0.0055555556	2.4302499722	0.9999552603	-0.0212530772	0.1325327478	0.5683180006	0.7510841415	0.5972239686	0.3005518269	0.0559962166	-0.1053744741	-0.1553141077	-0.1538320693	-0.1422633838	-0.1332063287	-0.117877246	-0.0777173319	-0.0193926971	0.0521627288	0.0935665757	0.0833618673	0.0526511583	0.0210572556	0.005632367	1	1	0	0	0
1	0.530517575	2	0.5395008458	1	0.6096760874	1	0.5415704832	2	0.7305555556	0.7361111111	0.7388888889	0.7134615385	1	-0.0055555556	0.0083333333	2.3247123327	0.9999226413	0.0008815968	0.1548839248	0.5790946932	0.7443358496	0.5641754651	0.2512672788	0.0197843673	-0.1135282797	-0.1427192229	-0.1364041448	-0.1273083944	-0.1216427136	-0.0960905073	-0.05462903	0.016748783	0.0864738335	0.1020071432	0.0822917601	0.0484498615	0.0190989488	0.0114602691	1	1	0	0	0
1	0.5312093734	2	0.5388106603	1	0.6142871585	0	0.5408807599	2	0.7388888889	0.7305555556	0.7083333333	0.7134615385	1	0.0083333333	-0.0305555556	2.2998876237	0.999940879	-0.0193926889	0.0977401097	0.5197349139	0.7494142209	0.6168304238	0.3051560529	0.0647799852	-0.0894626233	-0.1478012938	-0.1455968123	-0.136187824	-0.1303186765	-0.1366685101	-0.0904585535	-0.0182176524	0.0557765025	0.0792749522	0.0550929234	0.0302589096	0.0128314216	-5.83858295044593E-010	1	1	0	0	0
1	0.5312093734	2	0.5415704832	1	0.6109443244	0	0.5401908798	2	0.7083333333	0.7388888889	0.7111111111	0.7134615385	1	-0.0305555556	0.0027777778	2.185307644	0.9999686696	-0.0216447194	0.1330138895	0.5711628111	0.7561625871	0.6125644736	0.3112065	0.0480589381	-0.1078197387	-0.1558159322	-0.1568671027	-0.1444700516	-0.1314018151	-0.1154617017	-0.0848207923	-0.0342708803	0.024679704	0.0879319869	0.1025887221	0.0739190544	0.0412157809	0.0212285932	1	1	0	0	0
1	0.5319010518	2	0.5374298453	1	0.614636184	0	0.5422600473	2	0.7111111111	0.7083333333	0.7138888889	0.7134615385	1	0.0027777778	0.0027777778	2.3680484333	0.9999439967	-0.0166508336	0.0962846121	0.5270602531	0.7472159944	0.6166483387	0.3040674462	0.0394554434	-0.115147591	-0.1664304442	-0.1671684731	-0.1584909393	-0.1523971942	-0.1298371997	-0.0921099032	-0.0284972303	0.0427802989	0.0824863396	0.0706059736	0.0391620438	0.0114602656	0.0050936388	1	1	0	0	0
1	0.5319010518	2	0.5381203259	1	0.6159491622	0	0.5436386872	2	0.7138888889	0.7111111111	0.6972222222	0.7134615385	1	0.0027777778	-0.0166666667	2.3151208973	0.9999376321	-0.0177280223	0.1004559223	0.5340280705	0.7432088602	0.602428989	0.3172098219	0.067486351	-0.1066577841	-0.1651920216	-0.1683346421	-0.1545970824	-0.1501957948	-0.1279106557	-0.0886123326	-0.0240923253	0.056948225	0.0953140338	0.0827781786	0.0538232781	0.0231867267	0.0099910893	1	1	0	0	0
1	0.530517575	2	0.5360484561	1	0.6096344731	1	0.5395008458	1	0.6972222222	0.7138888889	0.6972222222	0.7134615385	1	-0.0166666667	8.88178419700125E-016	2.2556236855	0.9999185028	-0.0161612092	0.1248261244	0.5613810971	0.7416261571	0.5760265479	0.2703919438	0.0132476569	-0.1289703757	-0.1580373041	-0.1507941656	-0.1345771668	-0.1275011155	-0.1027825524	-0.0647555863	-0.0082280432	0.0468861387	0.0990981965	0.0954111105	0.0655359144	0.0400422554	0.0230154078	1	1	0	0	0
1	0.5298256594	1	0.5374298453	1	0.6081369808	1	0.5401908798	2	0.6972222222	0.6972222222	0.7388888889	0.7134615385	1	8.88178419700125E-016	0.0416666667	2.4666489267	0.9999476764	-0.0202005049	0.1197121383	0.5595671335	0.7532534889	0.6025537839	0.2540870878	-0.0043099994	-0.1292593357	-0.1614736902	-0.1572731428	-0.1486635178	-0.1500043064	-0.1347454744	-0.1015224263	-0.0411179776	0.0259523001	0.0700211445	0.0754775886	0.0470571798	0.0252915373	0.0024488765	1	1	0	0	0
1	0.5312093734	2	0.5388106603	1	0.6190751421	0	0.5463939414	2	0.7472222222	0.7333333333	0.7166666667	0.725462963	1	0.0138888889	-0.0305555556	2.3266974712	0.9999656001	0.0049811315	0.130105146	0.540292155	0.7466002221	0.6371992844	0.3464163052	0.0744338274	-0.0839713837	-0.1398143591	-0.1505656055	-0.1372404967	-0.1206582323	-0.130630619	-0.0956368307	-0.0461584067	0.0096704553	0.0449460056	0.0507884822	0.0424480537	0.0157440529	0.006414686	1	1	0	0	0
1	0.530517575	2	0.5408807599	1	0.6110114801	0	0.5422600473	2	0.7166666667	0.7472222222	0.7416666667	0.725462963	1	-0.0305555556	0.025	2.2368706301	0.9999366122	-0.0310676299	0.1237219943	0.5691989052	0.7477165404	0.5800700952	0.2891208104	0.0334221263	-0.1053541562	-0.141814962	-0.1436716176	-0.1364536715	-0.1346647859	-0.1420054371	-0.1014118192	-0.0376932259	0.0288584691	0.0754727826	0.0669631864	0.0353636989	0.0143836577	0.0047624549	1	1	0	0	0
1	0.5319010518	2	0.5401908798	1	0.6144216597	0	0.5422600473	2	0.7416666667	0.7166666667	0.7166666667	0.725462963	1	0.025	-0.025	2.4083829713	0.9999515028	-0.016618564	0.12577913	0.5490250262	0.7464711419	0.60872205	0.3222460298	0.0707357569	-0.0920723529	-0.1460980277	-0.1482850492	-0.1412434852	-0.1285521635	-0.1352134786	-0.1002573636	-0.0295382466	0.0456492082	0.0946736929	0.0834888315	0.0478797704	0.0262119458	0.0082612583	1	1	0	0	0
1	0.5319010518	2	0.5401908798	1	0.6202005892	0	0.5470823178	2	0.7166666667	0.7416666667	0.7027777778	0.725462963	1	-0.025	-0.0138888889	2.1710627557	0.9999733408	-0.0078725203	0.1371451371	0.5560470633	0.751421373	0.6303372012	0.355619719	0.1028304689	-0.0864800776	-0.1460029086	-0.1508268227	-0.1396714398	-0.1280742059	-0.1204187771	-0.0742163323	0.0033045775	0.0710258804	0.0985251632	0.0695751707	0.0404104838	0.0144808188	-0.0076781414	1	1	0	0	0
1	0.5312093734	2	0.5353575526	1	0.6145736082	0	0.5401908798	2	0.7027777778	0.7166666667	0.675	0.725462963	1	-0.0138888889	-0.0277777778	2.1979615859	0.9998325166	-0.0037905201	0.1043929217	0.5164585729	0.7307507691	0.5722136104	0.250284401	-0.0094275033	-0.133089845	-0.1599557425	-0.1552167592	-0.1518002499	-0.1537936607	-0.1357143786	-0.1014118244	-0.0468130476	0.0118570558	0.0600903148	0.0688013449	0.0471039772	0.0277901915	0.0110796083	1	1	0	0	0
1	0.5312093734	2	0.5367392212	1	0.6080124812	1	0.5381203259	1	0.675	0.7027777778	0.7083333333	0.725462963	1	-0.0277777778	0.0333333333	2.2889017751	0.9998423257	-0.0018466797	0.1056424912	0.5386900964	0.7296164336	0.5610623279	0.2620448447	0.0036933356	-0.1244636453	-0.1510405224	-0.1395523001	-0.1305589643	-0.1260660873	-0.1035276224	-0.0649309893	-0.0021382499	0.0557312852	0.0845504231	0.0748929179	0.0437092293	0.0279844356	0.0109824327	1	1	0	0	0
